"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Проверка входа в магазин с позитивными данными","2192","Проверка входа в магазин с позитивными данными","Smoke Test SauceDemo","Thu Sep 04 17:45:14 UTC 2025","passed","Thu Sep 04 17:45:16 UTC 2025","tests.LoginTest","EdgeDriver","tests.LoginTest","checkPositiveLogin"
"","2","checkLoginWithEmptyPassword","Smoke Test SauceDemo","Thu Sep 04 17:44:48 UTC 2025","unknown","Thu Sep 04 17:44:48 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkLoginWithEmptyPassword"
"","1443","checkCart","Smoke Test SauceDemo","Thu Sep 04 17:44:51 UTC 2025","passed","Thu Sep 04 17:44:53 UTC 2025","tests.CartTestNew","Chrome","tests.CartTestNew","checkCart"
"","10707","checkClickCheckout","Smoke Test SauceDemo","Thu Sep 04 17:44:53 UTC 2025","broken","Thu Sep 04 17:45:04 UTC 2025","tests.CartTestNew","Chrome","tests.CartTestNew","checkClickCheckout"
"Проверка входа в магазин с позитивными данными","605","Проверка входа в магазин с позитивными данными","Smoke Test SauceDemo","Thu Sep 04 17:45:17 UTC 2025","passed","Thu Sep 04 17:45:17 UTC 2025","tests.LoginTest","Chrome","tests.LoginTest","checkPositiveLogin"
"","838","checkLocators","Smoke Test SauceDemo","Thu Sep 04 17:45:15 UTC 2025","passed","Thu Sep 04 17:45:16 UTC 2025","tests.LocatorsTest","Chrome","tests.LocatorsTest","checkLocators"
"","0","checkLoginWithEmptyPassword","Smoke Test SauceDemo","Thu Sep 04 17:44:48 UTC 2025","unknown","Thu Sep 04 17:44:48 UTC 2025","tests.LoginTest","EdgeDriver","tests.LoginTest","checkLoginWithEmptyPassword"
"","10799","checkClickRemove","Smoke Test SauceDemo","Thu Sep 04 17:45:04 UTC 2025","failed","Thu Sep 04 17:45:15 UTC 2025","tests.CartTestNew","Chrome","tests.CartTestNew","checkClickRemove"
